date,age_group,gender,channel,sentiment,review
2025-04-19,36-45,Male,Branch D,Extremely Positive,Fantastic experience with my loan application. Fast and smooth process. Fantastic experience with my loan application. Fast and smooth process.
2025-02-02,46-60,Male,Online,Normal,"Got my transaction done, no issues."
2025-04-02,18-25,Male,Branch B,Positive,"Good experience at the branch, staff were polite."
2024-12-24,60+,Female,Branch C,Extremely Positive,Extremely satisfied with how my account issues were resolved.
2025-03-20,46-60,Female,Branch D,Neutral,"Banking experience was fine, nothing noteworthy. Banking experience was fine, nothing noteworthy. Banking experience was fine, nothing noteworthy."
2025-02-06,60+,Female,Online,Normal,"Service was okay, like usual. Service was okay, like usual. Service was okay, like usual."
2025-04-14,26-35,Male,Mobile App,Extremely Positive,Fantastic experience with my loan application. Fast and smooth process.
2025-04-10,18-25,Female,Branch A,Normal,"Service was okay, like usual."
2025-01-18,60+,Female,Branch A,Negative,Long wait time and some confusion with the teller.
2025-02-27,46-60,Male,Branch D,Positive,"Good experience at the branch, staff were polite."
2024-12-27,46-60,Female,Branch A,Extremely Positive,Exceptional banking service! The staff was incredibly helpful.
2024-12-22,26-35,Male,Branch B,Neutral,"Banking experience was fine, nothing noteworthy. Banking experience was fine, nothing noteworthy. Banking experience was fine, nothing noteworthy. Banking experience was fine, nothing noteworthy. Banking experience was fine, nothing noteworthy."
2025-03-15,46-60,Female,Mobile App,Positive,Happy with the online banking features. Happy with the online banking features.
2024-12-28,46-60,Male,Branch B,Neutral,"Service was average, nothing went wrong"
2025-04-09,60+,Male,Mobile App,Positive,Happy with the online banking features.
2025-02-23,26-35,Male,Branch B,Neutral,"Service was average, nothing went wrong."
2025-04-05,26-35,Female,Branch A,Negative,"Support could be improved, not very responsive. Support could be improved, not very responsive. Support could be improved, not very responsive. Support could be improved, not very responsive. Support could be improved, not very responsive."
2025-05-27,18-25,Female,Branch A,Extremely Positive,Extremely satisfied with how my account issues were resolved
2025-01-31,26-35,Female,Branch C,Extremely Positive,Fantastic experience with my loan application. Fast and smooth process.
2025-05-17,18-25,Male,Branch A,Extremely Positive,Extremely satisfied with how my account issues were resolved.
2025-04-23,60+,Female,Online,Extremely Negative,Very disappointed with the service. Will consider switching banks.
2024-12-27,36-45,Male,Online,Neutral,"Service was average, nothing went wrong. Service was average, nothing went wrong. Service was average, nothing went wrong."
2024-12-06,60+,Male,Mobile App,Negative,Long wait time and some confusion with the teller.
2025-05-15,26-35,Male,Branch A,Extremely Positive,Exceptional banking service! The staff was incredibly helpful. Exceptional banking service! The staff was incredibly helpful. Exceptional banking service! The staff was incredibly helpful.
2025-02-13,26-35,Male,Branch C,Extremely Negative,Terrible customer service and unresolved issues.
2025-05-03,36-45,Male,Branch C,Positive,Customer service was helpful and answered all my queries.
2025-03-27,46-60,Female,Mobile App,Negative,Long wait time and some confusion with the teller
2025-04-12,60+,Male,Mobile App,Negative,"Support could be improved, not very responsive. Support could be improved, not very responsive."
2025-02-21,60+,Female,Online,Normal,"Service was okay, like usual."
2025-01-03,26-35,Female,Mobile App,Neutral,"Service was average, nothing went wrong"
2025-02-16,18-25,Female,Branch C,Extremely Negative,Worst experience at a bank ever
2025-03-14,46-60,Female,Branch A,Extremely Negative,Very disappointed with the service. Will consider switching banks.
2025-05-30,18-25,Male,Branch C,Normal,"Service was okay, like usual. Service was okay, like usual."
2025-05-30,60+,Female,Mobile App,Negative,Had issues accessing my account online. Had issues accessing my account online. Had issues accessing my account online. Had issues accessing my account online.
2025-05-10,36-45,Male,Branch C,Neutral,"Banking experience was fine, nothing noteworthy."
2025-04-17,46-60,Female,Online,Neutral,Just a regular visit to the branch.
2024-11-30,60+,Male,Branch A,Extremely Positive,Fantastic experience with my loan application. Fast and smooth process. Fantastic experience with my loan application. Fast and smooth process. Fantastic experience with my loan application. Fast and smooth process. Fantastic experience with my loan application. Fast and smooth process. Fantastic experience with my loan application. Fast and smooth process.
2025-05-24,18-25,Female,Branch B,Positive,Customer service was helpful and answered all my queries.
2025-02-27,26-35,Female,Online,Extremely Negative,Worst experience at a bank ever. Totally unprofessional.
2025-02-03,26-35,Female,Branch D,Neutral,"Service was average, nothing went wrong"
2025-01-16,26-35,Female,Branch C,Extremely Positive,Extremely satisfied with how my account issues were resolved
2025-05-13,18-25,Male,Branch A,Extremely Negative,Worst experience at a bank ever. Totally unprofessional.
2025-05-07,60+,Female,Online,Positive,Happy with the online banking features.
2025-04-23,26-35,Female,Online,Extremely Negative,Terrible customer service and unresolved issues
2025-01-01,26-35,Male,Branch C,Normal,"Got my transaction done, no issues."
2025-02-07,46-60,Female,Branch B,Extremely Positive,Exceptional banking service! The staff was incredibly helpful.
2025-02-22,36-45,Female,Branch B,Extremely Negative,Terrible customer service and unresolved issues.
2025-04-09,46-60,Male,Online,Positive,Happy with the online banking features.
2025-04-15,18-25,Female,Branch B,Normal,It was a standard banking interaction.
2024-12-16,26-35,Male,Branch A,Negative,"Support could be improved, not very responsive."
2025-01-23,18-25,Female,Branch B,Extremely Negative,Worst experience at a bank ever. Totally unprofessional.
2025-02-26,46-60,Female,Branch C,Negative,"Support could be improved, not very responsive"
2024-12-21,36-45,Female,Online,Positive,"Good experience at the branch, staff were polite"
2025-03-04,36-45,Male,Branch C,Normal,It was a standard banking interaction. It was a standard banking interaction. It was a standard banking interaction. It was a standard banking interaction.
2025-04-12,60+,Female,Branch B,Negative,Had issues accessing my account online.
2025-03-26,36-45,Female,Mobile App,Negative,Had issues accessing my account online. Had issues accessing my account online. Had issues accessing my account online. Had issues accessing my account online.
2024-12-28,60+,Male,Branch D,Neutral,Just a regular visit to the branch.
2025-01-04,26-35,Female,Branch D,Negative,Long wait time and some confusion with the teller. Long wait time and some confusion with the teller. Long wait time and some confusion with the teller.
2025-04-26,36-45,Male,Branch A,Normal,It was a standard banking interaction.
2025-05-19,36-45,Female,Branch D,Extremely Negative,Worst experience at a bank ever
2025-02-11,18-25,Female,Branch A,Negative,Long wait time and some confusion with the teller. Long wait time and some confusion with the teller.
2025-03-16,26-35,Male,Branch A,Extremely Negative,Worst experience at a bank ever
2025-01-05,26-35,Male,Online,Normal,"Service was okay, like usual"
2025-04-26,46-60,Male,Branch C,Negative,Had issues accessing my account online. Had issues accessing my account online. Had issues accessing my account online. Had issues accessing my account online.
2025-01-15,26-35,Male,Branch D,Extremely Negative,Very disappointed with the service. Will consider switching banks.
2025-04-22,60+,Female,Branch B,Negative,Had issues accessing my account online.
2025-03-04,26-35,Male,Branch D,Normal,"Service was okay, like usual."
2025-02-19,18-25,Male,Branch B,Neutral,"Service was average, nothing went wrong."
2025-05-23,26-35,Female,Branch D,Positive,"Good experience at the branch, staff were polite"
2025-03-09,26-35,Female,Branch C,Extremely Positive,Fantastic experience with my loan application. Fast and smooth process.
2025-04-04,46-60,Male,Branch A,Negative,"Support could be improved, not very responsive."
2024-12-12,60+,Male,Branch B,Extremely Positive,Fantastic experience with my loan application. Fast and smooth process.
2024-12-30,46-60,Male,Branch B,Extremely Positive,Exceptional banking service! The staff was incredibly helpful. Exceptional banking service! The staff was incredibly helpful. Exceptional banking service! The staff was incredibly helpful. Exceptional banking service! The staff was incredibly helpful.
2025-02-11,26-35,Female,Branch C,Negative,Had issues accessing my account online.
2025-04-24,26-35,Female,Branch C,Neutral,"Service was average, nothing went wrong."
2025-03-31,26-35,Female,Mobile App,Negative,Had issues accessing my account online.
2024-12-25,18-25,Male,Online,Neutral,Just a regular visit to the branch.
2025-03-31,26-35,Male,Branch B,Neutral,"Service was average, nothing went wrong."
2025-04-14,36-45,Male,Branch C,Extremely Negative,Very disappointed with the service. Will consider switching banks.
2025-03-17,36-45,Female,Branch C,Normal,It was a standard banking interaction.
2025-04-16,26-35,Male,Branch A,Extremely Negative,Terrible customer service and unresolved issues.
2025-05-20,26-35,Male,Branch D,Negative,Long wait time and some confusion with the teller. Long wait time and some confusion with the teller. Long wait time and some confusion with the teller. Long wait time and some confusion with the teller.
2025-03-19,26-35,Male,Branch D,Extremely Negative,Terrible customer service and unresolved issues.
2025-04-15,26-35,Male,Branch A,Negative,"Support could be improved, not very responsive"
2024-12-12,60+,Female,Branch D,Negative,"Support could be improved, not very responsive"
2024-12-08,18-25,Male,Branch C,Extremely Negative,Terrible customer service and unresolved issues. Terrible customer service and unresolved issues. Terrible customer service and unresolved issues. Terrible customer service and unresolved issues.
2025-03-20,60+,Female,Branch C,Positive,Happy with the online banking features. Happy with the online banking features.
2024-12-20,46-60,Female,Mobile App,Normal,It was a standard banking interaction.
2025-05-25,26-35,Female,Branch C,Negative,Long wait time and some confusion with the teller. Long wait time and some confusion with the teller. Long wait time and some confusion with the teller. Long wait time and some confusion with the teller.
2025-01-07,60+,Female,Branch D,Negative,Long wait time and some confusion with the teller.
2025-04-16,46-60,Male,Branch B,Neutral,"Banking experience was fine, nothing noteworthy."
2024-12-09,26-35,Female,Branch C,Extremely Positive,Exceptional banking service! The staff was incredibly helpful.
2025-05-27,26-35,Female,Online,Positive,Happy with the online banking features.
2025-02-10,60+,Male,Mobile App,Extremely Negative,Very disappointed with the service. Will consider switching banks.
2025-04-30,18-25,Female,Mobile App,Neutral,Just a regular visit to the branch.
2025-03-24,18-25,Female,Online,Extremely Negative,Very disappointed with the service. Will consider switching banks.
2025-01-13,18-25,Female,Branch B,Extremely Positive,Fantastic experience with my loan application. Fast and smooth process.
2025-04-30,36-45,Female,Branch C,Neutral,Just a regular visit to the branch.
2025-01-28,36-45,Female,Branch A,Negative,"Support could be improved, not very responsive"
2025-02-09,18-25,Male,Branch A,Normal,"Service was okay, like usual."
2025-04-08,60+,Female,Branch D,Extremely Positive,Fantastic experience with my loan application. Fast and smooth process.
2025-04-13,26-35,Male,Branch B,Normal,It was a standard banking interaction.
2025-04-17,36-45,Female,Branch C,Normal,"Got my transaction done, no issues."
2025-02-08,46-60,Female,Branch B,Extremely Positive,Fantastic experience with my loan application. Fast and smooth process. Fantastic experience with my loan application. Fast and smooth process.
2025-02-26,36-45,Male,Mobile App,Neutral,"Service was average, nothing went wrong"
2025-03-12,36-45,Female,Branch D,Normal,"Got my transaction done, no issues."
2025-01-13,46-60,Female,Branch D,Extremely Negative,Very disappointed with the service
2024-12-05,18-25,Male,Branch B,Negative,"Support could be improved, not very responsive"
2025-03-19,36-45,Female,Branch A,Normal,"Got my transaction done, no issues."
2025-04-25,18-25,Male,Mobile App,Neutral,Just a regular visit to the branch.
2025-03-28,26-35,Male,Mobile App,Positive,Customer service was helpful and answered all my queries. Customer service was helpful and answered all my queries.
2025-02-03,26-35,Male,Branch D,Extremely Positive,Extremely satisfied with how my account issues were resolved
2024-11-30,36-45,Male,Mobile App,Positive,Happy with the online banking features.
2025-02-27,18-25,Female,Online,Extremely Negative,Terrible customer service and unresolved issues. Terrible customer service and unresolved issues. Terrible customer service and unresolved issues.
2024-12-01,60+,Female,Branch C,Neutral,Just a regular visit to the branch.
2025-04-03,26-35,Male,Branch A,Normal,"Service was okay, like usual. Service was okay, like usual. Service was okay, like usual."
2025-01-05,46-60,Female,Branch D,Negative,"Support could be improved, not very responsive"
2024-12-26,26-35,Male,Branch C,Extremely Positive,Extremely satisfied with how my account issues were resolved. Extremely satisfied with how my account issues were resolved.
2025-01-07,18-25,Male,Branch D,Extremely Negative,Very disappointed with the service. Will consider switching banks. Very disappointed with the service. Will consider switching banks.
2024-12-21,18-25,Male,Branch A,Normal,It was a standard banking interaction.
2024-12-22,46-60,Male,Branch A,Normal,"Service was okay, like usual."
2025-02-10,60+,Female,Branch B,Neutral,Just a regular visit to the branch. Just a regular visit to the branch.
2025-01-17,60+,Male,Branch D,Extremely Positive,Exceptional banking service! The staff was incredibly helpful.
2024-12-03,46-60,Male,Branch A,Negative,"Support could be improved, not very responsive."
2025-04-06,36-45,Male,Branch B,Negative,"Support could be improved, not very responsive."
2025-03-26,60+,Female,Branch B,Extremely Negative,Terrible customer service and unresolved issues.
2025-01-19,60+,Female,Branch B,Neutral,"Banking experience was fine, nothing noteworthy. Banking experience was fine, nothing noteworthy."
2024-12-05,60+,Male,Mobile App,Extremely Negative,Terrible customer service and unresolved issues
2025-05-26,36-45,Male,Branch C,Neutral,"Service was average, nothing went wrong. Service was average, nothing went wrong."
2025-04-06,36-45,Male,Branch C,Extremely Positive,Exceptional banking service! The staff was incredibly helpful.
2025-05-02,26-35,Female,Branch D,Extremely Positive,Fantastic experience with my loan application. Fast and smooth process.
2024-12-15,46-60,Female,Online,Normal,"Got my transaction done, no issues"
2024-12-05,26-35,Male,Branch B,Neutral,Just a regular visit to the branch.
2025-03-23,36-45,Female,Online,Neutral,Just a regular visit to the branch. Just a regular visit to the branch. Just a regular visit to the branch. Just a regular visit to the branch.
2025-04-17,26-35,Female,Branch D,Extremely Positive,Extremely satisfied with how my account issues were resolved
2024-12-25,60+,Female,Branch D,Neutral,"Service was average, nothing went wrong. Service was average, nothing went wrong."
2024-12-12,18-25,Male,Online,Positive,Customer service was helpful and answered all my queries.
2024-12-12,46-60,Male,Mobile App,Normal,"Service was okay, like usual"
2024-12-20,60+,Female,Branch C,Extremely Positive,Exceptional banking service! The staff was incredibly helpful. Exceptional banking service! The staff was incredibly helpful. Exceptional banking service! The staff was incredibly helpful. Exceptional banking service! The staff was incredibly helpful. Exceptional banking service! The staff was incredibly helpful.
2025-05-31,46-60,Male,Mobile App,Normal,"Service was okay, like usual."
2025-02-08,18-25,Male,Branch B,Negative,Long wait time and some confusion with the teller
2025-05-11,46-60,Male,Online,Normal,It was a standard banking interaction
2025-01-20,36-45,Female,Branch B,Positive,"Good experience at the branch, staff were polite. Good experience at the branch, staff were polite. Good experience at the branch, staff were polite. Good experience at the branch, staff were polite. Good experience at the branch, staff were polite."
2025-03-09,46-60,Female,Branch D,Extremely Negative,Very disappointed with the service
2025-03-07,60+,Male,Branch D,Negative,Had issues accessing my account online.
2025-01-16,36-45,Male,Branch A,Normal,"Service was okay, like usual."
2025-05-04,60+,Male,Branch A,Extremely Positive,Exceptional banking service! The staff was incredibly helpful. Exceptional banking service! The staff was incredibly helpful. Exceptional banking service! The staff was incredibly helpful. Exceptional banking service! The staff was incredibly helpful.
2025-02-11,60+,Female,Branch D,Negative,Had issues accessing my account online.
2024-12-12,46-60,Female,Branch D,Extremely Negative,Terrible customer service and unresolved issues. Terrible customer service and unresolved issues. Terrible customer service and unresolved issues. Terrible customer service and unresolved issues. Terrible customer service and unresolved issues.
2025-05-24,26-35,Female,Branch C,Neutral,"Banking experience was fine, nothing noteworthy"
2025-05-24,36-45,Male,Branch C,Negative,Had issues accessing my account online.
2025-01-27,26-35,Female,Branch D,Normal,"Service was okay, like usual."
2024-12-25,46-60,Male,Branch C,Negative,"Support could be improved, not very responsive."
2024-12-27,46-60,Male,Branch B,Positive,Customer service was helpful and answered all my queries.
2025-01-07,18-25,Male,Online,Extremely Positive,Exceptional banking service! The staff was incredibly helpful. Exceptional banking service! The staff was incredibly helpful. Exceptional banking service! The staff was incredibly helpful. Exceptional banking service! The staff was incredibly helpful. Exceptional banking service! The staff was incredibly helpful.
2025-02-11,60+,Male,Branch C,Extremely Negative,Terrible customer service and unresolved issues
2025-01-25,46-60,Male,Mobile App,Negative,"Support could be improved, not very responsive."
2024-12-29,60+,Male,Online,Negative,Had issues accessing my account online. Had issues accessing my account online. Had issues accessing my account online.
2024-12-11,36-45,Male,Branch C,Neutral,Just a regular visit to the branch. Just a regular visit to the branch. Just a regular visit to the branch. Just a regular visit to the branch.
2025-05-10,36-45,Male,Mobile App,Extremely Positive,Exceptional banking service! The staff was incredibly helpful.
2025-02-18,46-60,Male,Branch C,Extremely Positive,Fantastic experience with my loan application. Fast and smooth process. Fantastic experience with my loan application. Fast and smooth process.
2024-12-14,18-25,Female,Online,Positive,Happy with the online banking features
2025-01-17,60+,Male,Branch C,Normal,"Service was okay, like usual"
2025-03-11,26-35,Female,Branch A,Negative,Had issues accessing my account online.
2024-12-06,18-25,Female,Branch D,Extremely Positive,Extremely satisfied with how my account issues were resolved.
2025-03-26,18-25,Male,Branch C,Neutral,Just a regular visit to the branch.
2024-12-20,60+,Male,Online,Extremely Negative,Very disappointed with the service. Will consider switching banks.
2024-12-01,26-35,Female,Branch C,Negative,Had issues accessing my account online.
2025-01-10,60+,Female,Mobile App,Extremely Positive,Extremely satisfied with how my account issues were resolved
2025-04-01,60+,Female,Branch C,Negative,Had issues accessing my account online. Had issues accessing my account online. Had issues accessing my account online. Had issues accessing my account online. Had issues accessing my account online.
2025-01-23,36-45,Female,Online,Positive,Customer service was helpful and answered all my queries.
2025-02-13,18-25,Female,Branch C,Neutral,"Service was average, nothing went wrong."
2025-03-03,60+,Female,Branch D,Normal,"Service was okay, like usual."
2025-03-05,36-45,Female,Mobile App,Extremely Negative,Very disappointed with the service. Will consider switching banks.
2025-04-09,46-60,Female,Branch B,Extremely Negative,Worst experience at a bank ever. Totally unprofessional.
2025-03-30,26-35,Female,Branch C,Normal,"Got my transaction done, no issues. Got my transaction done, no issues."
2025-05-24,36-45,Female,Branch D,Extremely Positive,Fantastic experience with my loan application. Fast and smooth process.
2025-04-17,36-45,Female,Branch A,Positive,Happy with the online banking features.
2025-01-03,46-60,Female,Branch D,Positive,"Good experience at the branch, staff were polite."
2025-05-15,60+,Female,Online,Extremely Positive,Extremely satisfied with how my account issues were resolved. Extremely satisfied with how my account issues were resolved. Extremely satisfied with how my account issues were resolved.
2025-03-23,60+,Male,Branch D,Normal,"Service was okay, like usual."
2025-02-18,36-45,Female,Branch B,Negative,Had issues accessing my account online
2025-03-05,36-45,Male,Branch D,Normal,"Service was okay, like usual."
2024-12-06,36-45,Female,Branch D,Normal,"Got my transaction done, no issues."
2025-03-17,18-25,Male,Branch D,Normal,"Service was okay, like usual. Service was okay, like usual. Service was okay, like usual. Service was okay, like usual."
2025-01-08,46-60,Male,Branch C,Extremely Negative,Worst experience at a bank ever. Totally unprofessional.
2025-02-07,46-60,Male,Online,Extremely Positive,Fantastic experience with my loan application. Fast and smooth process.
2025-04-23,46-60,Female,Branch D,Negative,"Support could be improved, not very responsive."
2025-02-17,60+,Male,Branch A,Normal,"Service was okay, like usual. Service was okay, like usual. Service was okay, like usual."
2025-04-24,18-25,Male,Branch A,Extremely Positive,Exceptional banking service! The staff was incredibly helpful.
2025-01-04,26-35,Female,Branch B,Positive,Customer service was helpful and answered all my queries.
2025-01-04,60+,Male,Branch B,Positive,Customer service was helpful and answered all my queries.
2025-03-27,46-60,Male,Branch C,Extremely Positive,Extremely satisfied with how my account issues were resolved.
2025-02-17,60+,Female,Branch D,Normal,"Got my transaction done, no issues. Got my transaction done, no issues. Got my transaction done, no issues."
2025-04-09,18-25,Male,Mobile App,Positive,Customer service was helpful and answered all my queries.
2025-02-23,60+,Female,Branch A,Neutral,"Service was average, nothing went wrong."
2025-04-14,36-45,Male,Online,Negative,Had issues accessing my account online
2025-03-21,26-35,Male,Online,Neutral,"Service was average, nothing went wrong"
2025-02-21,60+,Male,Branch A,Positive,"Good experience at the branch, staff were polite"
2025-01-27,36-45,Female,Online,Neutral,"Service was average, nothing went wrong. Service was average, nothing went wrong. Service was average, nothing went wrong. Service was average, nothing went wrong."
2024-12-25,60+,Female,Mobile App,Neutral,Just a regular visit to the branch.
2025-03-15,18-25,Female,Branch A,Positive,"Good experience at the branch, staff were polite."
2025-05-16,36-45,Male,Mobile App,Normal,"Got my transaction done, no issues."
2025-03-31,46-60,Female,Online,Extremely Negative,Terrible customer service and unresolved issues.
2025-02-16,18-25,Female,Branch D,Neutral,"Service was average, nothing went wrong. Service was average, nothing went wrong."
2024-12-13,18-25,Female,Branch C,Extremely Positive,Fantastic experience with my loan application. Fast and smooth process.
2025-04-14,60+,Male,Online,Positive,Happy with the online banking features
2024-12-02,46-60,Female,Branch D,Neutral,"Banking experience was fine, nothing noteworthy."
2025-01-31,18-25,Male,Branch B,Normal,"Got my transaction done, no issues. Got my transaction done, no issues. Got my transaction done, no issues. Got my transaction done, no issues. Got my transaction done, no issues."
2025-04-12,26-35,Male,Online,Extremely Positive,Exceptional banking service! The staff was incredibly helpful
2025-03-18,26-35,Female,Branch A,Negative,Had issues accessing my account online.
2025-02-12,26-35,Female,Branch C,Extremely Positive,Exceptional banking service! The staff was incredibly helpful. Exceptional banking service! The staff was incredibly helpful. Exceptional banking service! The staff was incredibly helpful.
2025-05-14,46-60,Female,Online,Normal,"Got my transaction done, no issues."
2025-05-02,18-25,Female,Branch D,Extremely Negative,Worst experience at a bank ever. Totally unprofessional. Worst experience at a bank ever. Totally unprofessional.
2025-01-30,26-35,Male,Branch B,Extremely Negative,Worst experience at a bank ever. Totally unprofessional.
2025-04-20,26-35,Female,Online,Negative,Had issues accessing my account online
2024-12-20,60+,Female,Branch A,Extremely Positive,Fantastic experience with my loan application. Fast and smooth process. Fantastic experience with my loan application. Fast and smooth process. Fantastic experience with my loan application. Fast and smooth process. Fantastic experience with my loan application. Fast and smooth process. Fantastic experience with my loan application. Fast and smooth process.
2024-12-10,26-35,Male,Branch C,Neutral,"Service was average, nothing went wrong"
2025-04-13,18-25,Female,Mobile App,Neutral,"Service was average, nothing went wrong."
2025-03-18,18-25,Male,Branch B,Normal,It was a standard banking interaction
2025-02-05,36-45,Male,Mobile App,Negative,Had issues accessing my account online.
2025-04-09,18-25,Female,Mobile App,Negative,"Support could be improved, not very responsive."
2025-02-17,36-45,Female,Branch B,Extremely Positive,Exceptional banking service! The staff was incredibly helpful. Exceptional banking service! The staff was incredibly helpful. Exceptional banking service! The staff was incredibly helpful. Exceptional banking service! The staff was incredibly helpful. Exceptional banking service! The staff was incredibly helpful.
2024-12-02,26-35,Male,Branch C,Normal,"Service was okay, like usual. Service was okay, like usual. Service was okay, like usual. Service was okay, like usual. Service was okay, like usual."
2024-12-08,36-45,Male,Branch D,Positive,Customer service was helpful and answered all my queries.
2025-05-05,46-60,Female,Branch B,Extremely Positive,Exceptional banking service! The staff was incredibly helpful. Exceptional banking service! The staff was incredibly helpful. Exceptional banking service! The staff was incredibly helpful.
2025-04-16,26-35,Female,Branch B,Negative,"Support could be improved, not very responsive"
2025-03-18,46-60,Female,Online,Neutral,"Banking experience was fine, nothing noteworthy."
2025-02-02,26-35,Male,Branch B,Extremely Positive,Extremely satisfied with how my account issues were resolved.
2024-12-10,36-45,Female,Branch D,Extremely Negative,Terrible customer service and unresolved issues
2025-04-07,36-45,Male,Mobile App,Extremely Positive,Exceptional banking service! The staff was incredibly helpful. Exceptional banking service! The staff was incredibly helpful.
2025-04-11,36-45,Male,Branch D,Extremely Negative,Worst experience at a bank ever. Totally unprofessional.
2024-12-28,18-25,Female,Branch B,Positive,Customer service was helpful and answered all my queries.
2025-01-24,60+,Female,Mobile App,Extremely Positive,Extremely satisfied with how my account issues were resolved.
2025-04-23,18-25,Female,Branch B,Negative,"Support could be improved, not very responsive. Support could be improved, not very responsive. Support could be improved, not very responsive."
2025-01-12,46-60,Male,Branch A,Negative,Had issues accessing my account online.
2025-01-28,18-25,Male,Branch B,Normal,"Got my transaction done, no issues."
2025-05-09,26-35,Female,Branch C,Normal,"Service was okay, like usual."
2025-04-16,36-45,Female,Branch B,Positive,"Good experience at the branch, staff were polite."
2025-03-06,46-60,Female,Branch D,Extremely Negative,Terrible customer service and unresolved issues
2024-12-14,60+,Female,Online,Extremely Negative,Terrible customer service and unresolved issues. Terrible customer service and unresolved issues. Terrible customer service and unresolved issues. Terrible customer service and unresolved issues.
2025-02-25,26-35,Male,Branch A,Neutral,"Service was average, nothing went wrong."
2025-03-02,60+,Male,Online,Negative,"Support could be improved, not very responsive"
2025-01-09,26-35,Female,Online,Extremely Negative,Terrible customer service and unresolved issues.
2025-01-25,36-45,Male,Branch B,Extremely Positive,Exceptional banking service! The staff was incredibly helpful
2025-01-08,26-35,Male,Mobile App,Normal,"Got my transaction done, no issues"
2025-05-28,46-60,Female,Branch D,Positive,Happy with the online banking features.
2025-05-16,26-35,Male,Branch C,Positive,Customer service was helpful and answered all my queries. Customer service was helpful and answered all my queries. Customer service was helpful and answered all my queries. Customer service was helpful and answered all my queries.
2025-03-23,36-45,Male,Branch C,Extremely Negative,Terrible customer service and unresolved issues.
2025-03-20,36-45,Male,Online,Normal,"Got my transaction done, no issues."
2025-01-28,36-45,Female,Branch C,Normal,"Got my transaction done, no issues. Got my transaction done, no issues. Got my transaction done, no issues."
2025-03-13,18-25,Female,Branch B,Positive,"Good experience at the branch, staff were polite."
2025-01-06,60+,Female,Branch A,Positive,"Good experience at the branch, staff were polite."
2024-12-07,46-60,Female,Branch D,Normal,It was a standard banking interaction
2024-12-08,46-60,Male,Branch A,Positive,Customer service was helpful and answered all my queries
2025-01-01,60+,Male,Branch A,Neutral,Just a regular visit to the branch.
2025-05-31,36-45,Male,Branch C,Positive,Happy with the online banking features. Happy with the online banking features. Happy with the online banking features.
2025-03-26,18-25,Male,Mobile App,Neutral,Just a regular visit to the branch. Just a regular visit to the branch.
2025-03-13,26-35,Female,Branch B,Positive,Customer service was helpful and answered all my queries.
2025-01-20,60+,Female,Branch B,Positive,"Good experience at the branch, staff were polite."
2025-01-14,60+,Male,Branch B,Extremely Positive,Exceptional banking service! The staff was incredibly helpful
2024-12-21,18-25,Male,Branch C,Neutral,Just a regular visit to the branch
2025-03-29,26-35,Male,Mobile App,Normal,It was a standard banking interaction. It was a standard banking interaction.
2025-01-20,26-35,Female,Branch D,Neutral,Just a regular visit to the branch.
2025-04-08,60+,Male,Branch C,Normal,"Service was okay, like usual"
2025-05-23,60+,Female,Branch D,Extremely Negative,Terrible customer service and unresolved issues.
2025-05-17,60+,Female,Branch C,Neutral,Just a regular visit to the branch.
2025-02-18,60+,Male,Online,Extremely Positive,Exceptional banking service! The staff was incredibly helpful. Exceptional banking service! The staff was incredibly helpful. Exceptional banking service! The staff was incredibly helpful. Exceptional banking service! The staff was incredibly helpful.
2025-02-18,60+,Female,Branch D,Positive,Customer service was helpful and answered all my queries.
2025-05-03,26-35,Female,Branch C,Negative,Long wait time and some confusion with the teller.
2025-05-23,36-45,Male,Online,Normal,"Got my transaction done, no issues"
2025-02-02,26-35,Female,Mobile App,Extremely Positive,Exceptional banking service! The staff was incredibly helpful. Exceptional banking service! The staff was incredibly helpful. Exceptional banking service! The staff was incredibly helpful. Exceptional banking service! The staff was incredibly helpful. Exceptional banking service! The staff was incredibly helpful.
2025-02-22,18-25,Female,Mobile App,Negative,Had issues accessing my account online. Had issues accessing my account online. Had issues accessing my account online. Had issues accessing my account online. Had issues accessing my account online.
2024-12-03,60+,Male,Mobile App,Negative,Had issues accessing my account online
2024-12-20,18-25,Male,Branch B,Neutral,Just a regular visit to the branch.
2025-03-10,60+,Male,Branch C,Negative,Had issues accessing my account online.
2025-04-13,46-60,Male,Branch C,Extremely Positive,Exceptional banking service! The staff was incredibly helpful.
2025-01-18,26-35,Female,Branch C,Extremely Positive,Fantastic experience with my loan application. Fast and smooth process.
2025-01-02,60+,Male,Branch A,Normal,"Service was okay, like usual"
2025-03-09,18-25,Female,Branch D,Neutral,"Service was average, nothing went wrong. Service was average, nothing went wrong. Service was average, nothing went wrong."
2025-05-09,60+,Male,Online,Normal,It was a standard banking interaction. It was a standard banking interaction. It was a standard banking interaction.
2025-02-04,18-25,Male,Branch C,Extremely Positive,Extremely satisfied with how my account issues were resolved.
2025-01-30,60+,Male,Branch B,Extremely Positive,Exceptional banking service! The staff was incredibly helpful
2025-05-16,46-60,Female,Branch D,Extremely Positive,Exceptional banking service! The staff was incredibly helpful. Exceptional banking service! The staff was incredibly helpful. Exceptional banking service! The staff was incredibly helpful. Exceptional banking service! The staff was incredibly helpful. Exceptional banking service! The staff was incredibly helpful.
2025-03-24,18-25,Female,Branch A,Neutral,Just a regular visit to the branch. Just a regular visit to the branch.
